aircraftid,timeid,FH,FC,DM,value,label
XY-GOJ,2012-09-13,0.583333333333333000,1.000000000000000000,25.000000000000000000,61.88091177127996,0
XY-GOJ,2013-07-31,2.766666666666670000,2.000000000000000000,74.000000000000000000,26.916927445193515,0
XY-GOJ,2013-09-20,3.750000000000000000,1.000000000000000000,15.000000000000000000,24.494683113687575,0
XY-GOJ,2013-10-08,3.816666666666670000,1.000000000000000000,11.000000000000000000,26.58476662497569,0
XY-GOJ,2014-02-18,1.416666666666670000,1.000000000000000000,35.000000000000000000,24.403076101956252,0
XY-GOJ,2015-06-01,3.400000000000000000,1.000000000000000000,36.000000000000000000,22.54178516342524,0
XY-GOJ,2015-10-24,2.750000000000000000,1.000000000000000000,15.000000000000000000,29.467080907739785,0
XY-GOJ,2015-10-25,2.750000000000000000,1.000000000000000000,15.000000000000000000,25.68005886515635,0
XY-GOJ,2015-11-28,1.933333333333330000,1.000000000000000000,4.000000000000000000,24.404403532575447,0
XY-GOJ,2016-07-29,1.533333333333330000,1.000000000000000000,28.000000000000000000,22.71491571733139,0
XY-GOJ,2016-09-10,4.933333333333330000,3.000000000000000000,64.000000000000000000,23.255793144538373,0
XY-IOW,2010-02-27,0.533333333333333000,1.000000000000000000,28.000000000000000000,25.98883689639154,0
XY-IOW,2010-11-10,2.450000000000000000,1.000000000000000000,33.000000000000000000,63.45915117555863,0
XY-IOW,2010-11-18,5.183333333333330000,2.000000000000000000,49.000000000000000000,65.1116938807297,1
XY-IOW,2011-06-15,4.800000000000000000,2.000000000000000000,12.000000000000000000,64.92094727533569,1
XY-IOW,2011-06-18,4.750000000000000000,2.000000000000000000,15.000000000000000000,61.71792624895679,1
XY-IOW,2011-06-21,2.833333333333330000,1.000000000000000000,10.000000000000000000,59.854037379349,1
XY-IOW,2012-05-05,2.916666666666670000,1.000000000000000000,5.000000000000000000,29.513900705308302,0
XY-IOW,2012-10-08,1.633333333333330000,1.000000000000000000,22.000000000000000000,60.44608911354036,0
XY-IOW,2012-10-12,2.833333333333330000,1.000000000000000000,10.000000000000000000,61.024066834433704,1
XY-IOW,2012-10-16,2.516666666666670000,2.000000000000000000,29.000000000000000000,59.7782012019798,1
XY-IOW,2012-11-12,2.766666666666670000,2.000000000000000000,14.000000000000000000,26.828998102512383,0
XY-IOW,2013-03-17,3.266666666666670000,2.000000000000000000,44.000000000000000000,25.403076101956252,0
XY-IOW,2013-03-19,3.950000000000000000,1.000000000000000000,3.000000000000000000,23.68627951964626,0
XY-IOW,2013-10-08,3.616666666666670000,1.000000000000000000,23.000000000000000000,25.788545333765786,0
XY-IOW,2014-12-12,6.866666666666670000,2.000000000000000000,68.000000000000000000,26.40522540118007,0
XY-IOW,2015-06-01,3.983333333333330000,1.000000000000000000,1.000000000000000000,27.64382277226678,0
XY-IOW,2015-07-17,3.400000000000000000,1.000000000000000000,36.000000000000000000,27.039684508945946,0
XY-IOW,2015-11-27,1.350000000000000000,2.000000000000000000,39.000000000000000000,64.71411157541756,1
XY-IOW,2015-11-28,12.916666666666700000,4.000000000000000000,125.000000000000000000,61.8538358104594,1
XY-IOW,2016-06-12,0.916666666666667000,1.000000000000000000,5.000000000000000000,24.046396779998457,0
XY-IOW,2016-09-10,6.250000000000000000,3.000000000000000000,45.000000000000000000,24.98003955185053,0
XY-JQE,2013-10-08,5.166666666666670000,2.000000000000000000,50.000000000000000000,27.176312513985188,0
XY-JQE,2014-02-15,3.350000000000000000,1.000000000000000000,39.000000000000000000,61.8538358104594,1
XY-JQE,2014-02-19,2.983333333333330000,1.000000000000000000,1.000000000000000000,61.118538173552096,1
XY-JQE,2014-12-03,3.400000000000000000,2.000000000000000000,36.000000000000000000,27.44941600283475,0
XY-JQE,2015-07-17,0.533333333333333000,1.000000000000000000,28.000000000000000000,24.472092240978846,0
XY-KWW,2011-06-17,0.583333333333333000,1.000000000000000000,25.000000000000000000,30.61300316901528,0
XY-KWW,2012-05-05,4.016666666666670000,2.000000000000000000,59.000000000000000000,20.513013410996432,0
XY-KWW,2012-11-12,7.633333333333330000,2.000000000000000000,22.000000000000000000,27.438574968731785,0
XY-KWW,2013-07-04,4.133333333333330000,2.000000000000000000,52.000000000000000000,28.679012398973132,0
XY-KWW,2013-07-31,1.616666666666670000,1.000000000000000000,23.000000000000000000,28.76805636250893,0
XY-KWW,2013-09-13,0.733333333333333000,1.000000000000000000,16.000000000000000000,63.174045282893786,0
XY-KWW,2013-09-16,3.583333333333330000,1.000000000000000000,25.000000000000000000,60.86846882795749,1
XY-KWW,2013-09-17,1.833333333333330000,1.000000000000000000,10.000000000000000000,62.136880069772964,1
XY-KWW,2013-09-18,1.033333333333330000,2.000000000000000000,58.000000000000000000,63.64760880275493,1
XY-KWW,2014-12-12,3.783333333333330000,1.000000000000000000,13.000000000000000000,27.66351044492756,0
XY-KWW,2015-10-11,5.083333333333330000,3.000000000000000000,55.000000000000000000,26.09965885224541,1
XY-LOL,2010-09-08,2.433333333333330000,1.000000000000000000,34.000000000000000000,65.2754907053352,1
XY-LOL,2010-09-11,2.750000000000000000,1.000000000000000000,15.000000000000000000,62.9332376574033,1
XY-LOL,2012-03-01,3.866666666666670000,1.000000000000000000,8.000000000000000000,64.1163092359453,0
XY-LOL,2012-03-04,0.633333333333333000,1.000000000000000000,22.000000000000000000,61.44854345998067,1
XY-LOL,2012-03-05,2.933333333333330000,1.000000000000000000,4.000000000000000000,63.74994737778717,1
XY-LOL,2012-03-06,5.066666666666670000,2.000000000000000000,56.000000000000000000,63.13590922562709,1
XY-LOL,2012-03-07,1.600000000000000000,1.000000000000000000,24.000000000000000000,63.88435624398517,1
XY-LOL,2012-05-05,1.533333333333330000,1.000000000000000000,28.000000000000000000,30.26092901334631,1
XY-LOL,2012-06-16,2.566666666666670000,1.000000000000000000,26.000000000000000000,63.795322317157286,1
XY-LOL,2012-06-18,2.833333333333330000,1.000000000000000000,10.000000000000000000,66.9984526984846,1
XY-LOL,2012-06-20,4.300000000000000000,2.000000000000000000,42.000000000000000000,65.65808070838523,1
XY-LOL,2012-09-11,0.500000000000000000,1.000000000000000000,30.000000000000000000,25.323695474190703,0
XY-LOL,2013-09-20,6.800000000000000000,3.000000000000000000,72.000000000000000000,26.952683020778615,0
XY-LOL,2014-11-04,2.716666666666670000,1.000000000000000000,17.000000000000000000,25.544545053548127,0
XY-LOL,2014-12-03,1.483333333333330000,1.000000000000000000,31.000000000000000000,29.266518306900974,0
XY-LOL,2014-12-13,1.933333333333330000,1.000000000000000000,4.000000000000000000,61.79130313773131,1
XY-LOL,2015-07-11,1.433333333333330000,1.000000000000000000,34.000000000000000000,61.35269135277944,0
XY-LOL,2015-07-12,1.616666666666670000,1.000000000000000000,23.000000000000000000,62.83068907679461,1
XY-LOL,2015-07-17,3.866666666666670000,2.000000000000000000,68.000000000000000000,63.953105583813446,1
XY-LOL,2015-07-18,2.683333333333330000,1.000000000000000000,19.000000000000000000,66.56894018171711,1
XY-LOL,2016-07-29,2.466666666666670000,2.000000000000000000,32.000000000000000000,27.349741227024012,0
XY-NIO,2010-09-23,0.466666666666667000,1.000000000000000000,32.000000000000000000,22.763490409126312,0
XY-NIO,2011-06-20,1.433333333333330000,1.000000000000000000,34.000000000000000000,25.68172022123765,0
XY-NIO,2012-11-12,0.433333333333333000,1.000000000000000000,34.000000000000000000,24.394016944593048,0
XY-NIO,2013-09-20,0.500000000000000000,1.000000000000000000,30.000000000000000000,25.971086422572096,0
XY-NIO,2013-10-08,6.383333333333330000,2.000000000000000000,37.000000000000000000,27.23080313410869,0
XY-NIO,2014-02-18,1.616666666666670000,1.000000000000000000,23.000000000000000000,25.44212087858069,0
XY-NIO,2014-12-12,1.350000000000000000,1.000000000000000000,39.000000000000000000,28.978880532938035,0
XY-NIO,2015-10-11,0.433333333333333000,1.000000000000000000,34.000000000000000000,31.18149392360796,0
XY-NIO,2015-11-28,5.333333333333330000,2.000000000000000000,40.000000000000000000,27.541785163425235,0
XY-NIO,2016-06-12,2.666666666666670000,1.000000000000000000,20.000000000000000000,27.572634725683788,0
XY-NIO,2016-07-29,1.633333333333330000,1.000000000000000000,22.000000000000000000,27.24514616344924,0
XY-OQQ,2012-06-14,5.583333333333330000,2.000000000000000000,25.000000000000000000,27.05931626946607,0
XY-OQQ,2013-07-01,10.283333333333300000,3.000000000000000000,43.000000000000000000,62.35877759452561,1
XY-OQQ,2013-07-04,2.733333333333330000,2.000000000000000000,76.000000000000000000,59.93933977171145,1
XY-OQQ,2013-07-05,2.950000000000000000,1.000000000000000000,3.000000000000000000,63.655056031289014,1
XY-OQQ,2014-02-18,0.933333333333333000,1.000000000000000000,4.000000000000000000,30.23588817881644,0
XY-OQQ,2015-06-01,5.233333333333330000,2.000000000000000000,46.000000000000000000,26.766346333134745,0
XY-OQQ,2015-07-17,2.816666666666670000,1.000000000000000000,11.000000000000000000,24.527627910939202,0
XY-OQQ,2016-09-10,1.466666666666670000,1.000000000000000000,32.000000000000000000,29.40307610195625,0
XY-OZX,2012-03-08,3.733333333333330000,1.000000000000000000,16.000000000000000000,28.01963082389284,0
XY-OZX,2013-03-14,3.016666666666670000,2.000000000000000000,59.000000000000000000,62.58176988532801,1
XY-OZX,2013-03-17,4.383333333333330000,2.000000000000000000,37.000000000000000000,24.11959977175793,1
XY-OZX,2013-03-18,3.416666666666670000,2.000000000000000000,35.000000000000000000,62.03259033597521,1
XY-OZX,2013-03-19,3.366666666666670000,1.000000000000000000,38.000000000000000000,61.957712800837285,1
XY-OZX,2013-03-20,3.733333333333330000,1.000000000000000000,16.000000000000000000,61.07446258715314,1
XY-OZX,2013-07-04,4.583333333333330000,2.000000000000000000,25.000000000000000000,23.311982399374962,0
XY-OZX,2013-10-08,7.733333333333330000,2.000000000000000000,16.000000000000000000,22.24158771343618,0
XY-OZX,2014-07-24,3.350000000000000000,2.000000000000000000,39.000000000000000000,26.941499393105833,0
XY-OZX,2014-11-04,5.433333333333330000,2.000000000000000000,34.000000000000000000,27.544545053548124,0
XY-OZX,2014-12-12,0.916666666666667000,1.000000000000000000,5.000000000000000000,29.29435527152658,0
XY-OZX,2015-06-01,7.050000000000000000,2.000000000000000000,57.000000000000000000,27.826503886028675,0
XY-OZX,2015-11-28,3.800000000000000000,1.000000000000000000,12.000000000000000000,27.498553013961754,0
XY-OZX,2016-09-03,1.366666666666670000,1.000000000000000000,38.000000000000000000,63.53163095972234,0
XY-OZX,2016-09-07,0.783333333333333000,1.000000000000000000,13.000000000000000000,65.8869158206692,1
XY-OZX,2016-09-10,3.933333333333330000,1.000000000000000000,4.000000000000000000,61.1569820651383,1
XY-OZX,2016-09-11,3.933333333333330000,1.000000000000000000,4.000000000000000000,65.23547309770747,1
XY-PGD,2010-02-27,0.583333333333333000,1.000000000000000000,25.000000000000000000,24.629908910511467,0
XY-PGD,2010-09-23,1.383333333333330000,1.000000000000000000,37.000000000000000000,30.2981342215634,0
XY-PGD,2012-03-08,1.783333333333330000,1.000000000000000000,13.000000000000000000,25.66873807137648,0
XY-PGD,2012-06-19,1.533333333333330000,1.000000000000000000,28.000000000000000000,27.80874321067704,0
XY-PGD,2012-10-15,3.550000000000000000,1.000000000000000000,27.000000000000000000,28.587279086072478,0
XY-PGD,2013-07-31,4.750000000000000000,3.000000000000000000,75.000000000000000000,29.433888216066592,0
XY-PGD,2014-12-12,1.716666666666670000,1.000000000000000000,17.000000000000000000,24.524611840536025,0
XY-PGD,2015-10-24,1.883333333333330000,1.000000000000000000,7.000000000000000000,26.413281776706512,0
XY-PGD,2016-07-24,2.433333333333330000,1.000000000000000000,34.000000000000000000,61.67321507648149,1
XY-PGD,2016-07-30,2.716666666666670000,1.000000000000000000,17.000000000000000000,61.08094088702589,1
XY-POE,2010-02-27,1.400000000000000000,1.000000000000000000,36.000000000000000000,30.192370511249692,0
XY-POE,2012-06-14,1.350000000000000000,1.000000000000000000,39.000000000000000000,61.39167883724235,1
XY-POE,2012-06-15,2.900000000000000000,2.000000000000000000,66.000000000000000000,61.487778982081785,1
XY-POE,2012-06-19,3.500000000000000000,1.000000000000000000,30.000000000000000000,24.450090328307287,0
XY-POE,2012-10-15,4.250000000000000000,2.000000000000000000,45.000000000000000000,24.737092483635976,0
XY-POE,2013-07-04,3.383333333333330000,1.000000000000000000,37.000000000000000000,27.82533781210771,0
XY-POE,2013-09-20,3.400000000000000000,1.000000000000000000,36.000000000000000000,23.509724572454886,0
XY-POE,2014-02-18,6.800000000000000000,2.000000000000000000,12.000000000000000000,27.881364542080558,0
XY-POE,2014-07-24,0.583333333333333000,1.000000000000000000,25.000000000000000000,25.897153245495517,0
XY-POE,2015-10-11,7.533333333333330000,3.000000000000000000,88.000000000000000000,27.89977746035145,0
XY-POE,2016-07-29,0.350000000000000000,1.000000000000000000,39.000000000000000000,29.217485378609524,0
XY-RRQ,2010-09-23,1.083333333333330000,2.000000000000000000,55.000000000000000000,26.19599553623606,0
XY-RRQ,2010-11-17,2.450000000000000000,1.000000000000000000,33.000000000000000000,21.747026680074466,0
XY-RRQ,2012-06-19,0.550000000000000000,1.000000000000000000,27.000000000000000000,31.44743358218066,0
XY-RRQ,2012-10-15,4.283333333333330000,2.000000000000000000,43.000000000000000000,24.43479545756181,0
XY-RRQ,2013-03-17,3.550000000000000000,1.000000000000000000,27.000000000000000000,24.481174602671945,0
XY-RRQ,2013-03-19,3.950000000000000000,1.000000000000000000,3.000000000000000000,25.13609303954671,0
XY-RRQ,2013-10-05,2.716666666666670000,1.000000000000000000,17.000000000000000000,63.44717881609743,1
XY-RRQ,2014-02-18,2.800000000000000000,1.000000000000000000,12.000000000000000000,26.949509427462395,0
XY-RRQ,2014-02-19,1.700000000000000000,1.000000000000000000,18.000000000000000000,27.75547141004388,0
XY-RRQ,2014-12-03,3.600000000000000000,1.000000000000000000,24.000000000000000000,26.65886065453567,0
XY-RRQ,2015-10-11,6.216666666666670000,2.000000000000000000,47.000000000000000000,24.672472918243617,0
XY-RRQ,2015-11-28,1.333333333333330000,2.000000000000000000,40.000000000000000000,26.171004470332146,0
XY-RRQ,2016-07-29,1.500000000000000000,1.000000000000000000,30.000000000000000000,26.113281953587745,0
XY-SFN,2010-09-17,4.933333333333330000,3.000000000000000000,64.000000000000000000,62.96469586380402,0
XY-SFN,2010-09-20,2.550000000000000000,1.000000000000000000,27.000000000000000000,61.89927523704468,1
XY-SFN,2010-09-22,6.233333333333330000,4.000000000000000000,106.000000000000000000,64.40071774579208,1
XY-SFN,2010-09-24,2.516666666666670000,1.000000000000000000,29.000000000000000000,61.938694376220994,1
XY-SFN,2010-11-17,0.866666666666667000,1.000000000000000000,8.000000000000000000,28.788555766874538,0
XY-SFN,2012-11-05,4.600000000000000000,2.000000000000000000,24.000000000000000000,66.28932879980198,0
XY-SFN,2012-11-13,2.383333333333330000,1.000000000000000000,37.000000000000000000,61.93445785539934,1
XY-SFN,2013-03-19,2.400000000000000000,1.000000000000000000,36.000000000000000000,25.73709248363598,0
XY-SFN,2014-11-27,4.733333333333330000,2.000000000000000000,16.000000000000000000,64.28352107754284,0
XY-SFN,2014-12-03,0.400000000000000000,1.000000000000000000,36.000000000000000000,67.36301300329617,1
XY-SFN,2015-05-25,2.483333333333330000,1.000000000000000000,31.000000000000000000,62.32288088990759,0
XY-SFN,2015-05-26,3.416666666666670000,1.000000000000000000,35.000000000000000000,61.89433175266477,0
XY-SFN,2015-05-28,1.933333333333330000,1.000000000000000000,4.000000000000000000,65.81112354645396,1
XY-SFN,2015-06-02,1.600000000000000000,1.000000000000000000,24.000000000000000000,66.24603361519192,1
XY-SFN,2015-07-17,4.933333333333330000,2.000000000000000000,64.000000000000000000,25.84496480427478,0
XY-SFN,2015-10-11,3.900000000000000000,2.000000000000000000,66.000000000000000000,24.51808598482859,0
XY-SFN,2016-09-10,0.783333333333333000,1.000000000000000000,13.000000000000000000,24.763750918227405,0
XY-SHM,2010-02-27,0.500000000000000000,1.000000000000000000,30.000000000000000000,26.6473909483814,0
XY-SHM,2010-09-12,3.750000000000000000,1.000000000000000000,15.000000000000000000,25.432443277926634,0
XY-SHM,2010-09-23,2.916666666666670000,1.000000000000000000,5.000000000000000000,27.355926331191007,0
XY-SHM,2011-06-20,3.433333333333330000,1.000000000000000000,34.000000000000000000,24.566976932818505,0
XY-SHM,2012-09-11,6.300000000000000000,2.000000000000000000,42.000000000000000000,27.677963165595497,0
XY-SHM,2012-10-16,0.783333333333333000,1.000000000000000000,13.000000000000000000,25.070471757200377,0
XY-SHM,2012-11-12,2.316666666666670000,2.000000000000000000,41.000000000000000000,21.519281838409146,0
XY-SHM,2013-03-17,2.533333333333330000,1.000000000000000000,28.000000000000000000,23.51808598482859,0
XY-SHM,2013-07-04,6.566666666666670000,2.000000000000000000,26.000000000000000000,26.510048032935117,0
XY-SHM,2014-10-28,0.650000000000000000,1.000000000000000000,21.000000000000000000,64.65321772993049,0
XY-SHM,2014-10-29,2.700000000000000000,1.000000000000000000,18.000000000000000000,65.23901605785049,0
XY-SHM,2014-10-30,2.350000000000000000,1.000000000000000000,39.000000000000000000,64.65816014386628,1
XY-SHM,2014-10-31,0.450000000000000000,1.000000000000000000,33.000000000000000000,65.01086344532509,1
XY-SHM,2014-11-04,2.716666666666670000,1.000000000000000000,17.000000000000000000,65.28682554752741,1
XY-SHM,2014-11-05,2.483333333333330000,1.000000000000000000,31.000000000000000000,61.84151884560185,1
XY-SHM,2015-06-01,5.216666666666670000,2.000000000000000000,47.000000000000000000,25.181611831859495,1
XY-SHM,2015-10-24,0.850000000000000000,1.000000000000000000,9.000000000000000000,27.560932372456804,0
XY-WYW,2010-02-27,0.866666666666667000,1.000000000000000000,8.000000000000000000,28.012690036036357,0
XY-WYW,2010-09-23,2.433333333333330000,1.000000000000000000,34.000000000000000000,25.58681958629386,0
XY-WYW,2010-09-24,3.950000000000000000,1.000000000000000000,3.000000000000000000,25.401492847623828,0
XY-WYW,2010-11-17,2.866666666666670000,1.000000000000000000,8.000000000000000000,23.99219520117204,0
XY-WYW,2011-06-20,1.433333333333330000,1.000000000000000000,34.000000000000000000,28.996655131910924,0
XY-WYW,2011-06-21,4.716666666666670000,2.000000000000000000,17.000000000000000000,28.111333735642866,0
XY-WYW,2012-05-05,1.550000000000000000,1.000000000000000000,27.000000000000000000,26.63472783451754,0
XY-WYW,2013-03-19,3.733333333333330000,1.000000000000000000,16.000000000000000000,25.48325534458731,0
XY-WYW,2013-03-20,2.466666666666670000,1.000000000000000000,32.000000000000000000,26.740254815581917,0
XY-WYW,2013-07-31,0.850000000000000000,1.000000000000000000,9.000000000000000000,23.381670488344984,0
XY-WYW,2014-07-24,1.350000000000000000,1.000000000000000000,39.000000000000000000,27.554789575311723,0
XY-WYW,2015-07-17,0.350000000000000000,1.000000000000000000,39.000000000000000000,25.217485378609524,0
XY-WYW,2015-10-11,2.550000000000000000,1.000000000000000000,27.000000000000000000,28.326196965423403,0
XY-WYW,2015-11-28,5.733333333333330000,2.000000000000000000,16.000000000000000000,26.66164046575848,0
XY-WYW,2016-09-10,2.516666666666670000,1.000000000000000000,29.000000000000000000,26.289046331596303,0
XY-YBT,2010-09-23,2.616666666666670000,1.000000000000000000,23.000000000000000000,27.65622428691903,0
XY-YBT,2012-03-08,1.616666666666670000,2.000000000000000000,23.000000000000000000,30.234835608266334,0
XY-YBT,2012-05-05,9.016666666666670000,3.000000000000000000,59.000000000000000000,25.835566255065398,0
XY-YBT,2012-06-14,3.133333333333330000,2.000000000000000000,52.000000000000000000,25.021962318048175,0
XY-YBT,2012-06-15,0.650000000000000000,1.000000000000000000,21.000000000000000000,20.219624277776415,0
XY-YBT,2012-11-12,1.433333333333330000,1.000000000000000000,34.000000000000000000,28.266518306900977,0
XY-YBT,2013-03-19,9.850000000000000000,3.000000000000000000,69.000000000000000000,28.933569497394455,0
XY-YBT,2013-07-31,1.433333333333330000,1.000000000000000000,34.000000000000000000,22.658094245475787,0
XY-YBT,2014-02-18,3.733333333333330000,1.000000000000000000,16.000000000000000000,26.162145785249848,0
XY-YBT,2014-07-24,0.950000000000000000,1.000000000000000000,3.000000000000000000,28.454571912927268,0
XY-YBT,2014-11-04,2.916666666666670000,2.000000000000000000,65.000000000000000000,27.222861504813075,0
XY-YBT,2015-07-17,3.400000000000000000,1.000000000000000000,36.000000000000000000,26.37556302017949,0
XY-YBT,2015-10-21,3.450000000000000000,1.000000000000000000,33.000000000000000000,65.53190342743763,1
XY-YBT,2015-10-25,2.750000000000000000,1.000000000000000000,15.000000000000000000,60.05812622009615,1
XY-YCV,2011-06-13,0.550000000000000000,1.000000000000000000,27.000000000000000000,64.19688354482817,1
XY-YCV,2011-06-16,1.533333333333330000,1.000000000000000000,28.000000000000000000,64.3575592372189,1
XY-YCV,2011-06-17,0.850000000000000000,1.000000000000000000,9.000000000000000000,61.942304971115455,1
XY-YCV,2011-06-18,2.383333333333330000,2.000000000000000000,37.000000000000000000,62.82252996477578,1
XY-YCV,2012-03-08,1.666666666666670000,2.000000000000000000,20.000000000000000000,27.92882889851037,0
XY-YCV,2012-05-05,2.500000000000000000,2.000000000000000000,30.000000000000000000,26.075363609605823,0
XY-YCV,2012-06-14,6.283333333333330000,3.000000000000000000,43.000000000000000000,25.654589746988957,0
XY-YCV,2012-06-19,0.733333333333333000,1.000000000000000000,16.000000000000000000,29.35802479794627,0
XY-YCV,2012-10-15,3.850000000000000000,1.000000000000000000,9.000000000000000000,25.715721828539106,0
XY-YCV,2013-07-04,3.416666666666670000,1.000000000000000000,35.000000000000000000,28.18147359141158,0
XY-YCV,2013-09-20,1.400000000000000000,1.000000000000000000,36.000000000000000000,23.81457913386923,0
XY-YCV,2013-10-08,2.483333333333330000,1.000000000000000000,31.000000000000000000,26.767373575380052,0
XY-YCV,2013-10-09,2.900000000000000000,1.000000000000000000,6.000000000000000000,27.87642885424957,0
XY-YCV,2014-12-12,1.683333333333330000,1.000000000000000000,19.000000000000000000,28.439523677799045,0
XY-YCV,2015-06-01,3.733333333333330000,1.000000000000000000,16.000000000000000000,26.411537586060966,0
XY-YCV,2015-10-11,2.533333333333330000,1.000000000000000000,28.000000000000000000,26.51808598482859,0
XY-YCV,2015-10-24,2.883333333333330000,1.000000000000000000,7.000000000000000000,24.453971421462207,0
XY-YCV,2016-06-12,0.383333333333333000,1.000000000000000000,37.000000000000000000,27.695808964349208,0
